;doc;source;author;title;year;period;text_type;sentence
11001;diacorisGiovanni2.txt;DiaCoris;Giovanni XXIII;Pacem in terris;1963.0;1951-2000;espositivo;"['vero è che sul terreno storico quella persuasione è piuttosto in rapporto con la forza terribilmente distruttiva delle armi moderne ; ed è alimentata dall   orrore che suscita nell   animo anche solo il pensiero delle distruzioni immani e dei dolori immensi che l   uso di quelle armi apporterebbe alla famiglia umana ; per cui riesce quasi impossibile pensare che nell   era atomica la guerra possa essere utilizzata come strumento di giustizia .']"
11011;diacorisZolla1.txt;DiaCoris;Elémire Zolla;Storia del fantasticare;1964.0;1951-2000;espositivo;['la vita è terribilmente facile nel concedere , a chi segua il cammino consueto .']
11012;diacorisBuzzati5.txt;DiaCoris;Dino Buzzati;La bambolina del Vaiont;1964.0;1951-2000;stampa;['e di colpo rividi la bambola nel posto dove l   avevo avvistata un paio di mesi prima   allora non ci avevo fatto gran caso ma senza che me ne accorgessi mi era rimasta impressa terribilmente   .']
11031;diacorisSanguineti1.txt;DiaCoris;Eduardo Sanguineti;Ideologia e linguaggio;1965.0;1951-2000;espositivo;['affinché la cosa riesca dignitosa e severa , e magari , ove possibile , sublime , bisogna che il giuoco sia condotto sino alla fine nel modo più intransigente con un autore che lo prenda , e che si prenda , terribilmente sul serio , e che , a lavoro compiuto , anziché scoprire le carte e gridare ai quattro venti il suo   ecco   r sonetto   , continui a rinviare il lettore a un   opera non fatta , lasciandolo sospeso in un limbo di perfetta ambiguità .']
11033;diacorisFallaci1.txt;DiaCoris;Oriana Fallaci;Parla 007;1965.0;1951-2000;stampa;['ridendo insomma tutti lo prendono terribilmente sul serio .']
11089;diacorisMontale1.txt;DiaCoris;Eugenio Montale;L'artista da cuore buono;1972.0;1951-2000;stampa;['non l   ha certo inventata buzzati e nemmeno ne aveva bisogno perché anche una sola lacrima di pietà avrebbe reso indecente un libro che è soltanto vero , terribilmente vero .']
11094;diacorisGiorgio1.txt;DiaCoris;Frasca Polara Giorgio;Un 'DC 8' partito da Roma precipita a Palermo con 115 persone. Nessun superstite;1972.0;1951-2000;stampa;['la tragedia si è consumata in pochi istanti : un bagliore nel cielo , un rogo fulmineo , un pauroso disintegrarsi di tutto in un largo raggio vastissimo , terribilmente accidentato , assai difficile da battere palmo a palmo nel disperato tentativo di ricostruire le salme dei     passeggeri   e infatti , fino a questa sera , solo quelle di    vittime sono state identificate e dei sette membri del   equipaggio .', 'molte identificazioni sono terribilmente problematiche , ancora stasera : non si può per ora fare conto preciso delle salme , sui documenti , sulle tracce rimaste .']
11095;LISFrasca1.txt;LIS;Giorgio Frasca Polara;Un 'DC 8' partito da Roma precipita a Palermo con 115 persone. Nessun superstite ;1972.0;1951-2000;stampa;['la tragedia si è consumata in pochi istanti : un bagliore nel cielo , un rogo fulmineo , un pauroso disintegrarsi di tutto in un largo raggio vastissimo , terribilmente accidentato , assai difficile da battere palmo a palmo nel disperato tentativo di ricostruire le salme dei     passeggeri   e infatti , fino a questa sera , solo quelle di    vittime sono state identificate e dei sette membri del   equipaggio .', 'molte identificazioni sono terribilmente problematiche , ancora stasera : non si può per ora fare conto preciso delle salme , sui documenti , sulle tracce rimaste .']
11129;GBterribilmente.csv;Gutenberg; Aldo Palazzeschi;Il Re bello;1973.0;1951-2000;prosa letteraria;['mio caro non fantasticare più, tu soffri terribilmente pover  uomo, senza che nessuno se ne fosse mai accorto, quella creatura semplice, serena, aveva dei pensieri suoi, una']
11130;GBterribilmente.csv;Gutenberg; Aldo Palazzeschi;Il Re bello;1973.0;1951-2000;prosa letteraria;['non ne poteva più, era finita, si reggeva per virtù di ripieghi, con interminabili sedute di toilette, forse soffriva terribilmente e nascondeva la sua sofferenza.']
11157;diacorisAmico1.txt;DiaCoris;Fedele d'Amico;L'opera teatrale di Gioacchino Rossini;1974.0;1951-2000;espositivo;['non solo era terribilmente nuova : in nessun   altra opera italiana precedente il contributo dell   orchestra era stato tanto rilevante .']
11172;DiaLit1.txt;DIA-LIT;Rai Uno;Scommettiamo?;1977.0;1951-2000;dialogo;['è terribilmente lungo e vorrei anche farvi sentire la nostra sigla musicale che tra l altro è molto graziosa.']
14354;LRterribilmente1985.txt;La Repubblica;Enrico Franceschini; Un milione e 300 mila lire per il sedile della toilette. ;1985.0;1951-2000;stampa;['a quel punto il pentagono avrebbe potuto avere il suo sedile anche gratis , poiché l  industria militare usa s  innervosisce  terribilmente  quando washington esamina gli sprechi nel budget della difesa , questione di cui la toilette dell  orion costituisce solo il caso più recente   se n  è parlato a fine gennaio   ma non certo il più clamoroso .']
14365;LRterribilmente1985.txt;La Repubblica;sconosciuto;LETTERE.;1985.0;1951-2000;stampa;"['lella setto fiesole marmolada in cemento quest  estate , in scozia , ho camminato per monti e valli di una bellezza struggente senza imbattermi in più di tre o quattro persone alla ricerca come me di libertà ; mi sono accorta di quanto siano piccole le dolomiti , che , solo   anni fa , tredicenne , mi avevano colpito per la loro imponenza e mi avevano fatto sentire  terribilmente  piccola .']"
14372;LRterribilmente1985.txt;La Repubblica;Dino Villatico; Ecco un breve panorama sulle più recenti e meno recenti incisioni di opere del compositore. ;1985.0;1951-2000;stampa;['così raccontata , la trama del trovatore assomiglia  terribilmente  a quella dell  ernani : è anzi la stessa .']
14401;LRterribilmente1985.txt;La Repubblica;Attilio Bertolucci; Pubblicato in traduzione italiana  La saggezza nel sangue , il primo romanzo della O ' Connor. ;1985.0;1951-2000;stampa;['ed è vero che il romanzo tratta questioni di vita e di morte , che non vorrei rivelarvi troppo per non scaricare la suspense di cui è ricco il libro , come è vero che subito , dalle prime pagine , esso è irresistibilmente ,  terribilmente  comico .']
14429;LRdi_randomsample.txt;La Repubblica;Alberto Bellucci; Dall' invenzione di Daimler alla sofisticata tecnologia giapponese, viaggio nella storia di un veicolo  scomodo  ma sempre molto amato e celebrato. ;1985.0;1951-2000;stampa;['                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           fino al      , anno  di  nascita della prima auto a guida interna   una renault con l  abitacolo simile a un cappello a cilindro   auto e moto erano ugualmente e terribilmente preda delle intemperie : polvere , acqua , fango e neve erano gli irrinunciabili compagni di viaggio degli avventurosi   sportivi   dell  epoca .']
14462;LRterribilmente1985.txt;La Repubblica;Gianni Mura; 7 giorni di cattivi pensieri Aspettando Napoli -- Juventus, sono fiorti in settimana i referendum e le classifiche sui due fuoriclasse stranieri.;1985.0;1951-2000;stampa;['ho preso  terribilmente  sul serio le pagelle che sono fiorite in settimana , superando solo ieri un piccolo choc per il titolo della gazzetta sul mondo che si spacca .']
14479;LRterribilmente1985.txt;La Repubblica;Alberto Asor Rosa;A QUANDO PER L' AIDS LA  COLONNA INFAME ?;1985.0;1951-2000;stampa;['purtroppo , l  uomo può ingannarsi , e ingannarsi  terribilmente  , con molto minore stravaganza .']
14495;LRterribilmente1985.txt;La Repubblica;Tullio Kezich; MYSTFEST '85 Primi film ( e prime delusioni ) al  Festival del giallo e del mistero di Cattolica . ;1985.0;1951-2000;stampa;['insomma il primo bilancio del campionario offerto del mystfest     sembra  terribilmente  chiaro : la morte del cinema passa attraverso la decadenza dei generi .']
14555;LRterribilmente1985.txt;La Repubblica;Irene Bignardi; A colloquio con l' attrice norvegese, a Roma per presentare il suo libro autobiografico. ;1985.0;1951-2000;stampa;['e lei si trovava davanti a un  alternativa terribile : lasciarlo morire di sete o dargli da bere dell  acqua che sapeva  terribilmente  inquinata .']
14557;LRterribilmente1985.txt;La Repubblica;ISAAC B. SINGER; I RACCONTI DELL' ESTATE. ;1985.0;1951-2000;stampa;['vivevo con una donna che era  terribilmente  innamorata di me .']
14558;LRterribilmente1985.txt;La Repubblica;Paolo Vagheggi; Il presidente della Cir prende a modello il sistema americano. ;1985.0;1951-2000;stampa;['il mercato azionario è  terribilmente  limitato   , ha spiegato de benedetti .']
14561;LRterribilmente1985.txt;La Repubblica;Beniamino Placido; A PARER MIO. ;1985.0;1951-2000;stampa;['i problemi     terribilmente    interessanti      che ci siamo trovati di fronte nel caso della   achille lauro   e di sigonella ?']
14570;LRterribilmente1985.txt;La Repubblica;Giuseppe D' Avanzo; Un camorrista diciottenne collocò l' esplosivo sul treno.;1985.0;1951-2000;stampa;['ritorna a napoli precipitosamente , rischiando l  arresto   che non eviterà in aprile   , fa finta di essere  terribilmente  affranto e consegna cinquanta milioni alla famiglia del ragazzo .']
14577;LRterribilmente1985.txt;La Repubblica;Carlo Marincovich;" MONZA Senna torna in pole -- position; quinto il francese il ferrarista ( settimo ) parte già con handicap. ";1985.0;1951-2000;stampa;['lui mi pare molto sicuro di sé ,  terribilmente  sicuro   .']
14605;LRterribilmente1985.txt;La Repubblica;Silvia Giacomoni; Biffi, vescovo di Bologna:  Salverete il mondo .;1985.0;1951-2000;stampa;['oggi però la cultura dell  uomo si specializza  terribilmente  , non si scrivono più , come nel medio evo , delle summae , bensì delle enciclopedie .']
14624;LRterribilmente1985.txt;La Repubblica;Antonio Cianciullo; Da un convegno a Roma la proposta di utilizzare i fanghi in agricoltura. ;1985.0;1951-2000;stampa;['le colture intensive hanno  terribilmente  impoverito il suolo riducendo in alcune zone la quantità di sostanze organiche a valori inferiori al due per cento .']
14625;LRterribilmente1985.txt;La Repubblica;VERONIQUE PRATT; Esclusivo: pubblichiamo il testo di un' intervista concessa in occasione del suo ultimo compleanno. ;1985.0;1951-2000;stampa;"['stamane , invece , marc chagall è allegrissimo ; e poi in casa aleggia un odore di pasticcio di carne e di basilico , stanno preparando la colazione :   sono  terribilmente  goloso !']"
14636;LRterribilmente1985.txt;La Repubblica;Carlo Marincovich;" MONZA Senna torna in pole -- position; quinto il francese il ferrarista ( settimo ) parte già con handicap. ";1985.0;1951-2000;stampa;['alain era molto sicuro di sè ,  terribilmente  sicuro   .']
14647;LRterribilmente1985.txt;La Repubblica;Paolo Guzzanti; COSI' RACCONTANO LE LORO SPIAGGE / 6  Turista ti amo e ti odio  Cancogni ricorda con rabbia una stagione della memoria. ;1985.0;1951-2000;stampa;['la   middle class   , l  arcobaleno dei ceti medi , intermedi , emergenti , rampanti , e anche della buona e sana borghesia laboriosa   ma un pochino tarda di comprendonio , ma  terribilmente  in buona fede   invade ormai gioiosamente tutto .']
14652;LRterribilmente1985.txt;La Repubblica;Elena Guicciardi; L' affondamento della nave dei pacifisti francesi diventa un caso politico-letterario. ;1985.0;1951-2000;stampa;['ma non c  è fumo senza arrosto : il   monde   rivela che mitterrand era stato messo al corrente a posteriori per lo meno della missione dei falsi svizzeri e si infuriò  terribilmente  , facendo una scena al ministro della difesa hernu , il quale ora si limita a dichiarare di aver   la coscienza tranquilla   .']
14670;LRterribilmente1985.txt;La Repubblica;Enzo Forcella;QUEL MURO DI GOMMA.;1985.0;1951-2000;stampa;['in bilico tra una protesta che è , al tempo stesso , molto specifica e  terribilmente  totalizzante .']
14673;LRterribilmente1985.txt;La Repubblica;Vittoria Sivo; Lama sdrammatizza la sconfitta, Del Turco non festeggia ma le divisioni restano molte. ;1985.0;1951-2000;stampa;['per chi ha stazionato in cgil fin dalle prime ore del pomeriggio , la tensione di cui parla del turco è stata  terribilmente  concreta .']
14676;LRterribilmente1985.txt;La Repubblica;Carlo Marincovich;  Non ho più le stesse motivazioni degli anni passati: ormai è tutto terribilmente uguale.;1985.0;1951-2000;stampa;['vede , il guaio per uno come me che ama cambiare , trovare sempre stimoli nuovi , è che adesso è tutto  terribilmente  uguale a prima .']
14681;LRterribilmente1985.txt;La Repubblica;Tommaso Chiaretti; Alessandro Giupponi ha riproposto a Sirolo il collage di testi dello scrittore argentino. ;1985.0;1951-2000;stampa;['sapevo , dunque , che l  andare a sirolo   dove si celebra , in un luogo che lui aveva eletto come suo , e di fronte al cimitero dove è sepolto , il ricordo di un regista terribilmente aggressivo , e forse terribilmente improvvisatore , direi  terribilmente  antiborgesiano   mi avrebbe dato una preziosa cosa in più , e che questa preziosa cosa era una riflessione amara sul teatro , e sul labilmente esistere , e quasi nulla mi avrebbe detto sulla parola del vangelo .']
14707;LRterribilmente1985.txt;La Repubblica;Mario Sconcerti; A passo d' uomo. ;1985.0;1951-2000;stampa;['qualunque uso se ne faccia deve essere  terribilmente  meditato .']
14708;LRterribilmente1985.txt;La Repubblica;Carlo Marincovich; ALLA SCOPERTA DELLA NUOVA F 1 -- 1 ) LA FERRARI. ;1985.0;1951-2000;stampa;['sui fianchi della vettura saltano invece all  occhio le pance laterali che si sono  terribilmente  allungate : nel loro interno si sono ingranditi e hanno cambiato posizione anche i radiatori .']
14709;LRterribilmente1985.txt;La Repubblica;Franco Fabiani; Ciad, Sudafrica, debito del Terzo Mondo i temi del vertice di Parigi. ;1985.0;1951-2000;stampa;['tutti richiedono ai paesi occidentali di accentuare le loro sanzioni contro il regime sanguinario dell  apartheid , mettendo allo stesso temo sul piatto della bilancia il problema delle compensazioni per gli eventuali effetti negativi che le sanzioni contro pretoria avrebbero sulle loro economie ,  terribilmente  dipendenti da quelle del potente ed odiato vicino .']
14716;LRterribilmente1985.txt;La Repubblica;Tommaso Chiaretti; Alessandro Giupponi ha riproposto a Sirolo il collage di testi dello scrittore argentino. ;1985.0;1951-2000;stampa;['sapevo , dunque , che l  andare a sirolo   dove si celebra , in un luogo che lui aveva eletto come suo , e di fronte al cimitero dove è sepolto , il ricordo di un regista terribilmente aggressivo , e forse  terribilmente  improvvisatore , direi terribilmente antiborgesiano   mi avrebbe dato una preziosa cosa in più , e che questa preziosa cosa era una riflessione amara sul teatro , e sul labilmente esistere , e quasi nulla mi avrebbe detto sulla parola del vangelo .']
15681;LRterribilmente.txt;La Repubblica;Wilma Costantini;IL VECCHIO DI PECHINO.;1986.0;1951-2000;stampa;['a volte impiego un  intera giornata per scrivere duecento caratteri , eppure mi sento  terribilmente  stanco   .']
17109;LRterribilmente.txt;La Repubblica;Gino Castaldo; Dopo tanti anni neri c' è ottimismo sul futuro del mercato e le vendite. ;1987.0;1951-2000;stampa;['allora sì che sarebbe uno spettacolo unico , inedito , senza il rischio di annoiare  terribilmente  il pubblico , stordito da quattro ore a sera di canzoni .']
18275;LRterribilmente.txt;La Repubblica;Paolo Filo Della Torre; Una kermesse di celebrazioni in onore del detective più famoso del mondo. ;1987.0;1951-2000;stampa;['la lista di attesa è lunghissima e la signora jean è  terribilmente  severa : è lei stessa che deve approvare le credenziali dei soci che debbono essere colti , possibilmente letterati e soprattutto debbono avere ammirazione illimitata nella capacità di sherlock di risolvere i più intrigati misteri , scoprire l  assassino e umiliare il suo astuto nemico moriarti .']
18638;LRterribilmente.txt;La Repubblica;Vincenzo Nigro; L' attentatore, un estremista di destra, ferito e catturato dopo uno scontro a fuoco tra la folla al comizio nella capitale. ;1988.0;1951-2000;stampa;['tutti ne sono convinti , turgut ozal è un uomo fortunato ,  terribilmente  fortunato .']
18688;LRterribilmente.txt;La Repubblica;Maria Pia Fusco; Felice del successo di  La Métamorphose , il suo interprete ha però notato il comportamento poco incline al divertimento del pubblico di Spoleto. ;1988.0;1951-2000;stampa;['mi sono trovato davanti un pubblico molto partecipe , però  terribilmente  serio .']
19439;LRterribilmente.txt;La Repubblica;Alberto Jacovello;UN AFGHANISTAN IN EUROPA?;1988.0;1951-2000;stampa;['la risposta , oltre che concettualmente ovvia , è suggerita dal fatto che nessuno ne affaccia una diversa , tali e tante , e così  terribilmente  gravi , ne sarebbero le implicazioni .']
19618;LRorribilmente.txt;La Repubblica;JOAN MIRO'; Si apre sabato al Castello di Rivoli una mostra del celebre pittore: ecco che cosa diceva di sé in una conversazione del 1928. ;1988.0;1951-2000;stampa;['soffrii terribilmente ,  orribilmente  , come un condannato .']
19921;LRatterrire.txt;La Repubblica;Beniamino Placido; A PARER MIO. ;1988.0;1951-2000;stampa;['dico forse , perché in questi casi è terribilmente difficile decidere , e lo stesso direttore del   mattino   , pasquale nonno , ha dichiarato di avere scelto   per la pubblicazione     con   pietà   , con dolore e soprattutto con  atterrita  impotenza davanti al grande mistero della vita e della natura   .']
20279;LRterribilmente.txt;La Repubblica;Elena Guicciardi; Esce in Francia un libro autobiografico che ci rivela un aspetto sconosciuto del filosofo:  La clandestine  di Liliane Siegel. ;1988.0;1951-2000;stampa;['la bastarda ne soffre  terribilmente  .']
20618;LRterribilmente.txt;La Repubblica;Alvise Sapori; Dopo quattro mesi di riprese in Ungheria, il film è arrivato agli ultimi giorni di lavorazione.;1989.0;1951-2000;stampa;['è  terribilmente  accaldato , depardieu , tutto in nero , e soffre molto il caldo .']
20876;LRpresto_randomsample.txt;La Repubblica;Fabrizio Caccia; Dieci miliardi, due reti in due anni di Roma: anche Radice lo emargina? ;1989.0;1951-2000;stampa;['       centrocampo , la difesa ne soffriva terribilmente , liedholm si spaventò e prese provvedimenti .']
21015;LRterribilmente.txt;La Repubblica;Silvia Giacomoni; All' ombra dei big, e aspettando Armani, si scatena la sarabanda dei ' creativi '. ;1989.0;1951-2000;stampa;['se lo si analizza da vicino , il calendario delle sfilate ricorda  terribilmente  gli orari che annoiati professori ci ammannivano quando eravamo al liceo : una mattina c  erano due ore di sintassi latina , due di matematica e una di greco .']
22316;LRspaventosamente.txt;La Repubblica;Irene Bignardi; Intervista con il regista olandese autore di un documentario e di un libro di grande successo, che ricostruiscono gli ultimi mesi della giovanissima ebrea. ;1989.0;1951-2000;stampa;['erano pelle e ossa , e faceva terribilmente freddo .']
22512;LRspaventosamente.txt;La Repubblica;Pico Floridi; BIOGRAFIE. ;1989.0;1951-2000;stampa;['è una scrittura molto bella ,   ben tradotta   , molto poetica , terribilmente densa di pensieri e incrostata di significati .']
22857;LRterribilmente.txt;La Repubblica;Irene Bignardi; Una raccolta di racconti che Washington Irving concepì nel 1829, durante un lungo soggiorno a Granada. ;1989.0;1951-2000;stampa;['solo che , a differenza di alcuni suoi compatrioti , washington irving non si prendeva  terribilmente  sul serio , né prendeva terribilmente sul serio la neonata america : preferiva , con una vena amarognola e uno humour parente un po  di sterne e un po  di swift , scegliere la via della satira gentile , o inventare , per la gioia degli psicoanalisti , le sue leggende perversamente antieroiche .']
24460;LRangosciare.txt;La Repubblica;Silvia Bizio; Incontriamo l' attore comico a San Francisco, dove vive snobbando Hollywood.;1990.0;1951-2000;stampa;['la sceneggiatura è una delle più forti che io abbia mai letto , è come un dramma greco , profondamente umana e con una storia che era necessario raccontare , esilarante a momenti e terribilmente deprimente in altri momenti .']
24601;LRterribilmente.txt;La Repubblica;Pietro Citati; Tre capolavori della Austen proposti in un solo volume. ;1990.0;1951-2000;stampa;['l  astenia le impediva di controllare i movimenti : spesso non poteva tenere la testa dritta : la tensione nervosa calava , l  apatia la risucchiava e la soffocava  terribilmente  .']
24751;LRterribilmente.txt;La Repubblica;Fulvio Bianchi; COPPE EUROPEE. ;1990.0;1951-2000;stampa;['è una situazione terribilmente intricata , quella della roma : aspettando il verdetto della caf , c  è questa coppa europea iniziata nel migliore dei modi   eliminando il benfica   ma adesso diventata improvvisamente qualcosa di  terribilmente  pericoloso , perché sconosciuto è il volto di questa nuova roma .']
24787;LRterribilmente.txt;La Repubblica;Enzo Forcella; Tempo d' esami. ;1990.0;1951-2000;stampa;['eppure i ragazzi continuano a prenderli  terribilmente  sul serio questi esami , con tutte le ansie , le veglie notturne , le depressioni , gli scongiuri della vecchia tradizione .']
24800;LRdomani_randomsample.txt;La Repubblica;Fulvio Bianchi; Zenga-Tacconi: un tempo ciascuno.;1990.0;1951-2000;stampa;['per il resto zenga e tacconi sono terribilmente diversi : e ora anche antagonisti ,  domani  giocheranno un tempo ciascuno contro l  olanda   così ha deciso vicini   , ma in futuro , vedrete ,']
25456;LRterribilmente.txt;La Repubblica;Franco Quadri; Ha debuttato a Gubbio lo spettacolo messo in scena da Pagliaro per lo Stabile umbro. ;1991.0;1951-2000;stampa;"['invece camus si prende  terribilmente  sul serio , e l  allestimento , paludandosi di austerità , soffoca ogni germe d  ironia ; ne limita il sollievo anche in sartre , abolendo la prevista ambientazione kitsch che aveva esaltato visconti ed è strettamente collegata con la banalità delle storie proposte .']"
25872;LRterribilmente.txt;La Repubblica;Stefano Giovanardi; L' esordio di Sandro Onofri con il romanzo  Luce del Nord . ;1991.0;1951-2000;stampa;['di stretta pertinenza favolistica , intanto , è la trovata su cui si regge gran parte dell  intreccio : al suo ritorno a roma , infatti , angelo non viene riconosciuto da nessuno , neanche dalla madre   figura  terribilmente  oppressiva e di smisurato egoismo   che , ricoverata in ospedale , morrà prima dell  agnizione finale .']
25923;LRterribilmente.txt;La Repubblica;Fabrizio Bocca; FRA CALCIO E POLITICA. ;1991.0;1951-2000;stampa;['gli pesava ancora addosso l  ombra di viola e i suoi modi , mai condivisibili , ma  terribilmente  validi .']
26474;LRorribilmente.txt;La Repubblica;Alberto Jacoviello;LA VENDETTA DI BORIS...;1991.0;1951-2000;stampa;['egli è oggi profondamente , terribilmente solo in un paese nel quale , come minimo , ha fatto germogliare il seme della democrazia .']
27125;LRterribilmente.txt;La Repubblica;Maria Novella De Luca; Chiede di tornare a vivere con il padre al quale il tribunale ha tolto la patria potestà.;1991.0;1951-2000;stampa;['walter non vuole studiare , ed è  terribilmente  geloso del fratello maggiore e della nuova compagna del padre .']
27169;LRterribilmente.txt;La Repubblica;Vittoria Sivo; IL RISCHIO ELEZIONI. ;1991.0;1951-2000;stampa;"['gli umori degli industriali privati verso la classe politica restano arcigni e diffidenti ; dalla legge finanziaria la confindustria non si aspetta niente di buono ; lo scambio di idee con i leader dei maggiori partiti è sì servito ad appurare che la crisi economica italiana è  terribilmente  seria , in un comune convenire che serve la famosa   svolta   ; ma anche a toccare con mano che la situazione politica è   imballata   , con l  aggavante di una crisi di governo che incombe di nuovo , senza peraltro venir dichiarata .']"
27173;LRterribilmente.txt;La Repubblica;Licia Granello; COPPE EUROPEE Il Boavista ha dominato e vinto ( preso anche un palo ): ancora in gioco il passaggio del turno. ;1991.0;1951-2000;stampa;['fra l  altro , montanari , così come baggio , deve fare i conti con due tipetti alti una spanna , ma tecnici e  terribilmente  svelti , che trasformano i centimetri in meno in sofferenze garantite a ogni azione .']
27194;LRoggi_randomsample.txt;La Repubblica;Maurizio Crosetti; Il portiere rompe il silenzio: ' Il calcio è pieno di immaturi '. ;1991.0;1951-2000;stampa;['vipiteno    nella juventus che ripropone gli uomini di ieri per le suggestioni di  oggi  e , forse , per le vittorie di domani , stefano tacconi ha deciso di restare terribilmente uguale a']
27263;LRterribilmente.txt;La Repubblica;Daniele Mastrogiacomo; Vienna, processo alle quattro infermiere assassine Con le prime agghiaccianti deposizioni si è aperto il dibattimento.;1991.0;1951-2000;stampa;['terribilmente  sincere .']
28891;LRterribilmente.txt;La Repubblica;Fabrizio Bocca; Tempo di Nazionali. ;1992.0;1951-2000;stampa;['invece anche qui si fanno paragoni , si mettono a confronto i moduli di trapattoni e quelli di sacchi , tutto diventa  terribilmente  pesante , conflittuale .']
29559;LRterribilmente.txt;La Repubblica;Fulvio Bianchi; EUROPEI DI CALCIO La Francia soffre e apre con un pari: gol di Eriksson e Papin. ;1992.0;1951-2000;stampa;['la francia invece non trova un uomo d  ordine , qualche folata ma  terribilmente  velleitaria .']
29713;LRterribilmente.txt;La Repubblica;Laura Laurenzi; IL DIVORZIO REALE. ;1992.0;1951-2000;stampa;['dall  altra la marea delle critiche che monta ogni giorno di più : sarah è grassa , è sciatta , è sgraziata , è inadatta al ruolo , è maleducata , si veste male , è incosciente , è pigra , è ignorante , è  terribilmente  spendacciona e assetata di soldi .']
30991;LRterribilmente.txt;La Repubblica;Giuseppe D' Avanzo; LA DC ALLA SBARRA. ;1993.0;1951-2000;stampa;['napoli si scopre oggi    spiega piero craveri     terribilmente  pre moderna , tutta reclinata su se stessa , sulle sue memorie e bellezze e glorie , egregio condimento della sua vocazione assistenziale e parassitaria .']
