;doc;source;author;title;year;period;text_type;sentence
71207;JSIterribilmente_randomsample.csv;JSI;targatocn.it;targatocn.it;2015.0;2001-2021;web;['un gioco  folle ,  divertente perchè divertito , in ultimo, quanto e come i  padri nostri , possano venirci terribilmente a mancare.']
85183;TT16terribilmente_randomsample.csv;itTenten2016;falundafa.it;falundafa.it;2016.0;2001-2021;web;['se un uomo non attribuisce valore alla virtù, è capace di fare ogni genere di cose cattive, il che è terribilmente pericoloso per il genere umano.']
85238;TT16terribilmente_randomsample.csv;itTenten2016;albertomelis.it;albertomelis.it;2016.0;2001-2021;web;['ma gracie miller non cadde forse nel focolare e non si bruciò terribilmente proprio il sabato seguente?']
85264;TT16terribilmente_randomsample.csv;itTenten2016;libreriatrittico.it;libreriatrittico.it;2016.0;2001-2021;web;['convinto che il contatto con i  pagani  contribuirà a  bruciare il popolo ebraico nel forno dell  esilio    parole terribilmente profetiche in un libro pubblicato per la prima volta nel       , solo alla morte del vecchio il bambino torna dai']
85326;TT16terribilmente_randomsample.csv;itTenten2016;claudioghiretti.it;claudioghiretti.it;2016.0;2001-2021;web;['un complotto di imprenditori ai danni di penati e allora è una vittima che va difesa, oppure la questione sta diventando terribilmente seria.']
85347;TT16terribilmente_randomsample.csv;itTenten2016;repubblica.it;repubblica.it;2016.0;2001-2021;web;['la risposta sembra essere in uno strano morbo, in grado di indebolire terribilmente chi ne viene colpito.']
85357;TT16terribilmente_randomsample.csv;itTenten2016;comune.fe.it;comune.fe.it;2016.0;2001-2021;web;['ed inquietudine, tanto che, durante un momento di sconforto, afferma che roma sia una città stupenda, ma   terribilmente inconoscibile.']
85361;TT16terribilmente_randomsample.csv;itTenten2016;mondocriceto.it;mondocriceto.it;2016.0;2001-2021;web;['io stesso soffro terribilmente per la morte di ogni mio animale, e la addebito a me personalmente.']
85378;TT16terribilmente_randomsample.csv;itTenten2016;torinofilmfest.it;torinofilmfest.it;2016.0;2001-2021;web;['amniotico e terribilmente inquietante, un racconto di iniziazione ed evoluzione impastato di surrealismo, dolore della nascita, incubi di']
85388;ita_newscrawl_2016_1M-sentences.txt;Corpora Italian;http://www.gazzetta.it/Calcio/Squadre/Roma/30-09-2013/wenger-gervinho-giocatore-qualita-ma-stato-giusto-venderlo-roma-201266540993.shtml?utm_source=gazzetta=boxartcorr=correlati;http://www.gazzetta.it/Calcio/Squadre/Roma/30-09-2013/wenger-gervinho-giocatore-qualita-ma-stato-giusto-venderlo-roma-201266540993.shtml?utm_source=gazzetta=boxartcorr=correlati;2016.0;2001-2021;stampa;['dialogare, anche perché il problema, terribilmente reale, da cui partire è quello del lavoro.']
85419;TT16terribilmente_randomsample.csv;itTenten2016;screenweek.it;screenweek.it;2016.0;2001-2021;web;['questo perchè piace terribilmente alle persone comuni criticare chi è troppo famoso.']
85432;TT16terribilmente_randomsample.csv;itTenten2016;ctsantacristina.it;ctsantacristina.it;2016.0;2001-2021;web;['quel sistema di rapporti inquietanti, terribilmente inquietanti perché generano tensioni mai dichiarate, mai esplicitate, mai dette, fa in qualche modo da contrappeso']
85448;JSIterribilmente_randomsample.csv;JSI;bestmovie.it;bestmovie.it;2016.0;2001-2021;web;['i guardiani compariranno in avengers: infinity war ed è una cosa terribilmente eccitante.']
85467;ita_newscrawl_2016_1M-sentences.txt;Corpora Italian;http://www.gazzetta.it/Calcio/Serie-A/Genoa/12-04-2016/genoa-stagione-finita-perin-rottura-legamento-crociato-addio-europei-150209293190_amp.html;http://www.gazzetta.it/Calcio/Serie-A/Genoa/12-04-2016/genoa-stagione-finita-perin-rottura-legamento-crociato-addio-europei-150209293190_amp.html;2016.0;2001-2021;stampa;['la preghiera del mattinoaleppo e la strana  svista  americana thomas merton, il genio scapestrato conquistato da un dio  terribilmente solido  destinato al successo mondano, conobbe la goliardia prima di diventare monaco trappista.']
85679;TT16terribilmente_randomsample.csv;itTenten2016;fosfeni.com;fosfeni.com;2016.0;2001-2021;web;['questo può sembrare un bricolage grossolano, ma è terribilmente efficace.']
85694;TT16terribilmente_randomsample.csv;itTenten2016;forumfree.it;forumfree.it;2016.0;2001-2021;web;['e dico tutto ciò volendo essere, per una volta, terribilmente polemico.']
85748;TT16terribilmente_randomsample.csv;itTenten2016;d-art.it;d-art.it;2016.0;2001-2021;web;['la storia di freddie krueger, un bidello di scuola superiore, uccisore di bambini terribilmente sfigurato dal fuoco che torna e caccia i bambini nei loro sogni.']
85752;TT16terribilmente_randomsample.csv;itTenten2016;unahotels.it;unahotels.it;2016.0;2001-2021;web;['allestimenti davvero curiosi renderanno il tuo soggiorno terribilmente indimenticabile!']
85898;TT16terribilmente_randomsample.csv;itTenten2016;thesims3.it;thesims3.it;2016.0;2001-2021;web;['te   ryuk      di costituzione per la freccia attiva  ryuk è ridotto davvero male, ha sangue che gli cola ovunque, mi sento terribilmente in colpa per quello che gli ho fatto.']
85944;TT16terribilmente_randomsample.csv;itTenten2016;liberoquotidiano.it;liberoquotidiano.it;2016.0;2001-2021;web;['eseguo: mi affido a un nutrizionista, mi trasformo fisicamente, perdo    chili, soffro terribilmente anche perché siamo sotto natale e dalle nostre parti.']
85972;TT16terribilmente_randomsample.csv;itTenten2016;psychomedia.it;psychomedia.it;2016.0;2001-2021;web;['un buon investimento economico per il terapeuta, un po   meno per il paziente e alla lunga anche per il terapeuta perché è terribilmente frustrante.']
85981;TT16terribilmente_randomsample.csv;itTenten2016;gruppodemocraticofirenze.it;gruppodemocraticofirenze.it;2016.0;2001-2021;web;['la questione non è di parte, è terribilmente seria ed impone un   immediata mobilitazione di istituzioni e associazioni a livello di tutta l  area metropolitana.']
86167;TT16terribilmente_randomsample.csv;itTenten2016;offscreen.it;offscreen.it;2016.0;2001-2021;web;['quale il commissario rex , oliver hirschbiegel descrive la storia di un vecchietto un po irascibile, molto malato e terribilmente gentile con chi gli sta intorno che, invece di battere i pugni sul tavolo, quando si infuria con i propri generali   i']
86239;TT16terribilmente_randomsample.csv;itTenten2016;pearson.it;pearson.it;2016.0;2001-2021;web;['e riconciliare noi stessi ad essere, che ci piaccia o no, come sono sicuro che ho dovuto fare io se non proprio smokier terribilmente più robusto che è lo stesso o peggio, pens.']
86266;TT16terribilmente_randomsample.csv;itTenten2016;misteromania.it;misteromania.it;2016.0;2001-2021;web;['fra ieniso, il monte casio e il lago serbonide, un territorio certo non piccolo se sono almeno tre giorni di cammino, è terribilmente desertica e priva d  acqua.']
86288;JSIterribilmente_randomsample.csv;JSI;repubblica.it;repubblica.it;2016.0;2001-2021;web;['mena   che le tariffe dei coyotes sono schizzate alle stelle ed è aumentato il numero di decessi lungo i nuovi sentieri terribilmente ostici e pericolosi .']
86312;TT16terribilmente_randomsample.csv;itTenten2016;aisi.gov.it;aisi.gov.it;2016.0;2001-2021;web;['sofferenze delle popolazioni coinvolte, a pochi chilometri dalle nostre frontiere ed in terre che assomigliavano terribilmente alle nostre.']
86323;TT16terribilmente_randomsample.csv;itTenten2016;forumfree.it;forumfree.it;2016.0;2001-2021;web;['era tutto terribilmente vero?']
86350;TT16terribilmente_randomsample.csv;itTenten2016;xoom.it;xoom.it;2016.0;2001-2021;web;['e delle istituzioni, con la presenza sul territorio nazionale delle truppe tedesche prepotentemente padrone e terribilmente scottate dall  improvviso voltafaccia dell  alleato italiano, l  apparato amministrativo dello stato non ancora']
86426;TT16terribilmente_randomsample.csv;itTenten2016;stradanove.it;stradanove.it;2016.0;2001-2021;web;['il finale, poi, è terribilmente intrigante: dekas pensa di poter tirare il fiato quando lo raggiunge la notizia della morte violenta della donna con']
87020;TT16orribilmente.csv;itTenten2016;mondocrea.it;mondocrea.it;2016.0;2001-2021;web;['senza un tal contrappeso, quella elevazione lo renderebbe orribilmente superbo, oppure quell  abbassamento lo renderebbe terribilmente abietto.']
87443;JSIterribilmente_randomsample.csv;JSI;italpress.com;italpress.com;2017.0;2001-2021;web;['economicamente, a basso indice demografico e deboli dal punto di vista infrastrutturale e dei trasporti, a soffrire terribilmente  .']
87447;JSIterribilmente_randomsample.csv;JSI;ecodibergamo.it;ecodibergamo.it;2017.0;2001-2021;web;['noi e soprattutto charlie siamo stati terribilmente abbandonati lungo tutto il processo   hanno dichiarato i gard su facebook   non ci è stato permesso di scegliere se']
87462;JSIterribilmente_randomsample.csv;JSI;gelocal.it;gelocal.it;2017.0;2001-2021;web;[', ciclisti,  pedoni, genitori o figli, di tentare di porre un freno a questi episodi, che anche nella nostra città sono terribilmente ricorrenti.']
87481;JSIterribilmente_randomsample.csv;JSI;fanpage.it;fanpage.it;2017.0;2001-2021;web;['a peggiorare terribilmente la situazione sono i dolori lancinanti che prova in continuazione.']
87492;JSIterribilmente_randomsample.csv;JSI;bestmovie.it;bestmovie.it;2017.0;2001-2021;web;['inoltre, la scena della colazione a palazzo della regina d  inghilterra è terribilmente spassosa!']
87498;JSIterribilmente_randomsample.csv;JSI;tuttomercatoweb.com;tuttomercatoweb.com;2017.0;2001-2021;web;['fatica terribilmente a trovare delle contromisure quando gli avversari affondano.']
98220;ita_news_2019_1M-sentences.txt;Corpora Italian;https://www.hdblog.it/indossabili/articoli/n514314/garmin-instict-solar-2-sportwatch-energia-solare/;https://www.hdblog.it/indossabili/articoli/n514314/garmin-instict-solar-2-sportwatch-energia-solare/;2019.0;2001-2021;stampa;['i genitori di luca, ancora terribilmente addolorati per la perdita del figlio, non si sono preoccupati di rispondere agli insulti ricevuti dalla   enne.']
