doc;source;author;title;year;text_type
LISVergani17.txt;LIS;Orio Vergani;«Lascia o raddoppia?»;1958;stampa
LISVergani18.txt;LIS;Orio Vergani;Leo Longanesi ;1959;stampa
LISVergani19.txt;LIS;Orio Vergani;Sofia Loren ;1957;stampa
LISVergani20.txt;LIS;Orio Vergani;Salvatore Quasimodo (;1959;stampa
LISVergani21.txt;LIS;Orio Vergani;Umberto Saba;1957;stampa
LISVergani22.txt;LIS;Orio Vergani;Alberto Savinio ;1953;stampa
LISVergani23.txt;LIS;Orio Vergani;Scala;1952;stampa
LISVergani24.txt;LIS;Orio Vergani;Arturo Toscanini;1957;stampa
LISVergani25.txt;LIS;Orio Vergani;Romolo Valli ;1957;stampa
LISVergani8.txt;LIS;Orio Vergani;Maurice Chevalier;1950;stampa
LISVergani11.txt;LIS;Orio Vergani;Di Giacomo Salvatore;1949;stampa
LISVergani15.txt;LIS;Orio Vergani;Gerusalemme ;1949;stampa
LISVergani26.txt;LIS;Orio Vergani;Profeta e poeta del cosmo;1955;stampa
LISVergani27.txt;LIS;Orio Vergani;Già/ io bocciai anche Sofia Loren ;1957;stampa
