;doc;source;author;title;year;period;text_type;sentence
8302;GBorribilmente.csv;Gutenberg; Iginio Ugo Tarchetti;"Racconti umoristici: In cerca di morte; Re per ventiquattrore";1868.0;1851-1900;prosa letteraria;"['maestà reale, ma era molto se non attentavano essi medesimi alla mia vita; quando intesi che il tumulto popolare andava orribilmente crescendo, e che i denti bianchi erano già penetrati in alcune sale della reggia, deliberai di cercare salvezza nella']"
8304;LLBersezio1.txt;Liber Liber;Vittorio Bersezio;La carità del prossimo;1868.0;1851-1900;prosa letteraria;['orsacchio l afferr per le due braccia, la tir violentemente a s, la strinse riluttante al suo petto, le pose innanzi al volto il suo orribilmente contratto, e con accento crudelissimo le disse spiccato:   s. .']
8305;GBorribilmente.csv;Gutenberg; Giovanni Cairoli;Villa Glori - Ricordi ed aneddoti dell''autunno 1867;1868.0;1851-1900;prosa letteraria;['due giorni interi spasimò orribilmente , aggomitolandosi e distendendosi, contraendo convulsivamente i muscoli del volto ad un terribile sorriso']
8306;GBorribilmente.csv;Gutenberg; Iginio Ugo Tarchetti;"Racconti umoristici: In cerca di morte; Re per ventiquattrore";1868.0;1851-1900;prosa letteraria;['quei denti lunghi, affilati, bianchi, orribilmente bianchi, scoperti fino alla radice dal labbro un po   rovesciato, acuminati e curvi verso la punta come i canini,']
8307;GBorribilmente.csv;Gutenberg; Giovanni Cairoli;Villa Glori - Ricordi ed aneddoti dell''autunno 1867;1868.0;1851-1900;prosa letteraria;['lo credevo bianco, mentr  era orribilmente insanguinato.']
8311;BibItTarchetti1.txt;BibIt;Ugo Iginio Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;"['io non vi aveva potuto portare che le memorie di una gioventù ricca di molte passioni, di una vita lungamente e orribilmente angosciata.', 'non solo quelle grida erano orribilmente acute, orribilmente strazianti e prolungate, ma io non aveva immaginato mai che vi potesse essere qualche cosa di simile nella voce umana; o essendovi, non mi pareva possibile che l uomo da cui era uscito una volta un tal grido potesse vivere ancora.', 'che quella donna fosse poi brutta, orribilmente brutta, non ci pensava.', 'era facile accorgersi che ella soffriva orribilmente, e faceva violenza a se stessa per contenersi.', 'gli occhi   la sola beltà di quel viso   erano come arrossati dal piangere e dal vegliare, e un cerchio orribilmente livido pareva ingrandirne le orbite.', 'era un luogo orribilmente incantevole; il suolo a roccie, a borri, a dirupi, ad avvallamenti; il torrente scorreva nel fondo di una forra in un letto di selci terse e bianchissime; quercie e castagni secolari sporgevano da una riva e dall altra le loro braccia che si intrecciavano; il sole vicino a declinare gettava sulla superficie dell acqua alcuni raggi che sembravano convertirla in tante lame d oro e d argento.', 'io mi sentiva orribilmente tediato da quelle domande.', 'e poi, ella ne avrebbe certo sofferto, ne avrebbe sofferto orribilmente, avrebbe potuto morirne!', 'i suoi capelli erano scomposti, le sue fattezze orribilmente alterate, il pallore del suo volto cadaverico.']"
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;"['io non vi aveva potuto portare che le memorie di una gioventú ricca di molte passioni, di una vita lungamente e orribilmente angosciata.', 'non solo quelle grida erano orribilmente acute, orribilmente strazianti e prolungate, ma io non aveva immaginato mai che vi potesse essere qualche cosa di simile nella voce umana; o essendovi, non mi pareva possibile che l uomo da cui era uscito una volta un tal grido potesse vivere ancora.', 'che quella donna fosse poi brutta, orribilmente brutta, non ci pensava.', 'era facile accorgersi che ella soffriva orribilmente, e faceva violenza a se stessa per contenersi.', 'gli occhi   la sola beltà di quel viso   erano come arrossati dal piangere e dal vegliare, e un cerchio orribilmente livido pareva ingrandirne le orbite.', 'era un luogo orribilmente incantevole; il suolo a roccie, a borri, a dirupi, ad avvallamenti; il torrente scorreva nel fondo di una forra in un letto di selci terse e bianchissime; querce e castagni secolari sporgevano da una riva e dall altra le loro braccia che si intrecciavano; il sole vicino a declinare gettava sulla superficie dell acqua alcuni raggi che sembravano convertirla in tante lame d oro e d argento.', 'io mi sentiva orribilmente tediato da quelle domande.', 'e poi, ella ne avrebbe certo sofferto, ne avrebbe sofferto orribilmente, avrebbe potuto morirne!', 'i suoi capelli erano scomposti, le sue fattezze orribilmente alterate, il pallore del suo volto cadaverico.']"
8315;li0166.txt;CLiGS Ro;Giuseppe Garibaldi;Cantoni il volontario;1870.0;1851-1900;prosa letteraria;['poi come si poteva difendere quella povera roma, che avea nel suo grembo tutto quanto c è di orribilmente retrogrado nell universo, tanto nei maschi che nelle femmine?']
8398;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;L''assedio di Firenze;1872.0;1851-1900;prosa letteraria;[', dove occorreva certo ponte sopra un torrente copioso nell  inverno di acque, nelle altre stagioni arido e di letto orribilmente scabroso.']
8399;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Il secolo che muore, vol. III;1872.0;1851-1900;prosa letteraria;"['di zaccaria, e la inacerba con le smanie della incertezza: un diavolo a cavalcioni sopra la punta del naso gli stirava orribilmente i nervi degli occhi dopo averglieli dimenati ben bene con tanaglie infuocate; pativa il dolore dei denti in tutte le']"
8401;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;L''assedio di Firenze;1872.0;1851-1900;prosa letteraria;"['suo padre, non ardiva avventarsi a cagione dell  antico terrore; solo brontolava cupo e digrignava le mascelle orribilmente .']"
8402;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Il secolo che muore, vol. III;1872.0;1851-1900;prosa letteraria;"['al letto dove giaceva omobono, con l  indice e il pollice sollevargli le ciglia scrutandogli le pupille, che riscontrò orribilmente contratte; lo chiamò eziandio più volte:  omobono, caro omobono.']"
8403;GBdi_randomsample.csv;Gutenberg; Francesco Domenico Guerrazzi;L''assedio di Firenze;1872.0;1851-1900;prosa letteraria;"['deliberai meco stesso il giorno appresso, mentre erravamo pei boschi, dichiarare pianamente la bisogna a tomaso e farlo scorto del pericolo che correva; ma il giorno dopo, così consigliando od ordinando naldo, ci dirigemmo verso la foresta, dove occorreva certo ponte sopra un torrente copioso nell  inverno di acque, nelle altre stagioni arido e di letto orribilmente scabroso.']"
8404;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;L''assedio di Firenze;1872.0;1851-1900;prosa letteraria;"['dante non rispondeva, ma digrignava i denti da mettere ai meglio animosi spavento, le sopracciglia orribilmente stringeva, gli erano diventati ritti i capelli;   non pertanto fermo osservava con risguardo il nemico.']"
8405;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Beatrice Cenci: Storia del secolo XVI;1872.0;1851-1900;prosa letteraria;"['egli agita lieve lieve la bocca nelle estreme convulsioni; i suoi occhi stanno orribilmente fissi nella immobilità della morte.']"
